Year,Crop_Type,Region,Soil_Moisture,Humidity,Temperature,Rainfall,Solar_Radiation,Fertilizer_Residuals,Pesticide_Use,Yield
2023,Wheat,Odisha,13.98584933,33.79520453,35.69283039,574.9957984,5.639060541,236.9350964,131.1643771,2042.108461
2023,Soybean,Andhra Pradesh,32.71230043,37.90257211,35.37867774,1459.475829,5.588149142,113.0835011,311.3471295,3393.920205
2023,Rice,Punjab,5.820018146,81.52469811,25.78605474,687.8845785,5.889385407,153.6745296,192.6331807,5585.680014
2023,Soybean,Maharashtra,21.71224302,68.02699708,21.36360042,790.7664034,6.746576776,70.58554077,153.6191123,1742.637653
2023,Wheat,Tamil Nadu,9.690910953,45.1920698,27.72890484,394.3578678,7.823452394,201.6314668,228.4362978,5929.308627
2023,Sugarcane,Uttar Pradesh,25.56415328,63.31774952,23.19387693,462.7358302,3.367816771,75.93254114,381.4018256,4636.725933
2023,Rice,Andhra Pradesh,9.963942642,61.65477735,33.4995021,980.3036559,3.267173012,258.9773956,232.913259,4417.887196
2023,Rice,Maharashtra,11.69441293,69.32615871,26.60470318,662.5189103,7.687751687,253.6384468,363.0195487,2765.526683
2023,Maize,Andhra Pradesh,19.22757518,43.99125327,39.04652973,1389.415285,5.649378128,183.4012753,136.2040367,2665.842544
2023,Maize,Maharashtra,31.45760164,81.86417923,32.43264535,338.8076828,6.074515073,85.2915083,371.000479,5840.656815
2023,Sugarcane,Haryana,11.00595672,48.56211372,36.02003142,805.2407276,5.412118008,56.3947458,176.6303724,2892.439298
2023,Rice,Haryana,9.043332513,71.64789924,22.38354422,751.8026223,3.468287263,249.1771669,336.4029233,5077.927549
2023,Sugarcane,Tamil Nadu,26.92416173,30.96747878,36.80139119,344.7395154,6.840446892,200.0351208,295.9168997,3326.801958
2023,Maize,Karnataka,19.40933153,52.35942779,38.00192759,479.1917562,6.736123225,227.7324092,427.7233862,2164.214461
2023,Maize,Madhya Pradesh,31.36889112,51.10258908,29.3907206,849.4629882,4.558516607,125.9517814,231.1826034,1575.571029
2023,Rice,Rajasthan,9.112400564,62.60906571,31.74644627,950.8670759,4.531196226,177.3706845,114.6858763,4018.9273
2023,Soybean,Odisha,23.635911,34.36417571,34.88020983,837.4912356,7.189206905,236.7935426,97.63355931,5995.08033
2023,Wheat,Karnataka,11.6215758,77.40788242,23.21984942,999.600657,3.361786289,165.6408271,390.6200684,3216.95986
2023,Maize,Bihar,9.407513191,43.06684811,29.69714924,1081.769008,7.405525742,200.3460557,281.0278887,3162.262943
2023,Maize,Chhattisgarh,24.72671653,70.62226889,27.64357942,332.7026337,4.283308449,247.4320655,371.8974025,3102.268201
2023,Soybean,Madhya Pradesh,22.11631265,78.19272739,22.65726617,914.0421961,5.964923739,103.8051613,175.7207194,3910.331306
2023,Soybean,Tamil Nadu,26.80346904,63.71261737,27.02834469,1553.279694,7.679970895,66.48222234,215.8608956,3544.525561
2023,Sugarcane,Tamil Nadu,13.8491555,74.4529924,21.11166556,984.3617407,6.390612508,182.9558777,101.6049811,5556.070174
2023,Sugarcane,Tamil Nadu,17.87796451,69.71161873,20.27444235,1187.254611,5.072149062,65.53144268,439.4571691,3841.533254
2023,Wheat,Madhya Pradesh,16.641769,51.33178783,22.43575389,719.1860466,6.447671045,241.6393236,332.9477403,3851.777811
2023,Wheat,Telangana,33.47200539,78.53151234,38.79957318,1310.709526,4.719898182,229.8028619,429.1962465,2160.173161
2023,Rice,Uttar Pradesh,13.34846351,47.68208219,30.62534859,1309.340058,4.386292082,270.4281679,186.9913554,6026.956965
2023,Sugarcane,Punjab,13.42316703,64.27277507,38.85307609,987.2593644,7.98341639,209.8905245,312.4876255,2671.251402
2023,Maize,Madhya Pradesh,15.16055979,74.72386435,28.31230117,1569.298367,6.753951156,66.79939269,336.8044182,1862.471129
2023,Sugarcane,West Bengal,21.27015711,52.73735459,25.92711235,480.704481,6.223599887,113.2880314,205.8731859,4563.379184
2023,Maize,Punjab,12.18713109,48.16605646,29.76782211,341.6931576,4.776448216,251.9829611,398.3285457,4252.981165
2023,Soybean,Haryana,31.47083593,57.56076061,28.45092413,1305.803071,3.245804146,91.78310433,434.2587871,3427.660226
2023,Sugarcane,West Bengal,12.57581501,79.07780966,21.85267567,1353.159668,3.15528438,224.620117,411.6577606,3459.930045
2023,Soybean,Chhattisgarh,30.90439027,85.79530579,32.42976446,473.8654565,5.770906277,245.0648327,358.7745167,5121.701278
2023,Wheat,Chhattisgarh,7.857603547,62.70500477,24.03412932,659.9463092,6.810163605,132.5279495,191.3327309,2422.766533
2023,Wheat,Maharashtra,23.94524535,69.68797232,32.01000339,342.467172,5.686895952,130.5743684,192.8385976,5282.851159
2023,Rice,Rajasthan,31.22928549,84.19641733,32.61505027,695.43532,7.20392536,189.4506703,440.1347666,4497.438331
2023,Sugarcane,Odisha,9.75623712,35.91281108,22.76895141,1309.62216,3.167132665,265.3215832,94.41569329,3445.172786
2023,Soybean,Rajasthan,33.01352197,43.92471467,20.9768201,982.989897,4.833760382,105.9765505,350.4253208,3624.042794
2023,Maize,Chhattisgarh,18.02083108,72.53400038,35.19548552,765.5626876,4.185351956,285.314549,346.8690829,2701.81644
2023,Wheat,Odisha,32.35581179,79.42466771,28.85191655,795.8266388,5.236364841,199.7796712,316.5597234,4970.808607
2023,Wheat,Haryana,24.53446996,81.4217417,20.9138544,321.7327789,3.361881966,298.0316178,449.8375366,3875.210678
2023,Maize,Rajasthan,13.62007508,54.90643061,39.42711316,703.7449771,7.770658208,72.403431,203.8163521,2995.853993
2023,Soybean,Gujarat,10.3249771,35.36039414,20.90628005,1147.467681,4.116277005,81.64053413,214.0066097,4256.112379
2023,Soybean,Odisha,13.68255902,56.26688864,33.50116507,1566.96956,7.611538877,256.6604509,119.3195994,6086.467173
2023,Sugarcane,Madhya Pradesh,7.553422101,43.84407541,39.20600232,1404.238461,5.129465775,266.1889739,251.3058495,3519.784332
2023,Sugarcane,Uttar Pradesh,9.032510568,47.4717873,24.49151293,350.2017049,7.927620666,161.3646721,185.3779294,5742.807449
2023,Rice,Maharashtra,7.89208256,76.33605341,22.57574592,1470.158204,5.770291917,228.517794,215.2453095,3106.505256
2023,Wheat,Odisha,17.14997263,34.53162516,22.16337532,1322.494536,7.654164321,266.8893219,393.417968,1777.148796
2023,Sugarcane,Chhattisgarh,27.98878964,79.65487305,25.75830585,1318.882004,3.026744943,60.78194705,430.0230862,2461.827231
2023,Soybean,Tamil Nadu,8.960246555,55.66014515,21.76138692,906.2349602,6.741194031,193.4876057,158.057974,3443.915116
2023,Maize,Madhya Pradesh,8.63845392,65.76383587,33.44436474,829.4471307,7.515253266,263.3701666,225.8091176,2532.318675
2023,Soybean,West Bengal,23.56322431,35.37913387,20.99544144,707.7324364,3.698602835,149.5387361,427.5368814,1527.540035
2023,Wheat,West Bengal,10.58328266,50.2415447,29.83265422,404.0895928,3.480629259,125.5959015,113.1055151,5716.750716
2023,Soybean,Punjab,7.687007744,35.38205514,39.46329242,612.1415278,5.122863036,248.9266713,124.1879832,5391.04687
2023,Rice,Chhattisgarh,9.700946862,87.69262337,35.85183151,635.6529254,7.668394531,133.9466459,149.7359545,4925.828285
2023,Wheat,Tamil Nadu,31.71637227,78.43569896,31.92366277,939.6190522,5.711932801,50.79357455,306.5928127,2295.007412
2023,Maize,Gujarat,28.74193488,57.57796526,25.81717325,1276.729388,5.637282319,289.8931469,145.2674581,2077.705424
2023,Rice,Haryana,15.14649198,43.4161529,32.0951456,926.4769777,3.705630591,198.0308091,441.8454723,1836.096327
2023,Wheat,West Bengal,23.9236647,86.00730631,30.18088785,394.0410643,3.003947555,254.8794797,252.7264825,4842.192664
2023,Maize,Rajasthan,20.4755475,50.67579574,28.18552325,1545.971608,7.050700454,256.3253906,272.6058999,5779.977242
2023,Rice,Punjab,24.54331879,39.6590659,22.34768596,1526.687783,3.437872815,66.60260509,180.158128,3498.13951
2023,Rice,Odisha,24.70466097,63.78986331,37.28738976,1325.043183,6.169249094,92.71504985,261.5213858,2072.105133
2023,Wheat,Karnataka,23.13579324,86.62644722,28.65396188,1588.900395,7.573082273,127.7801702,330.7878848,3873.003718
2023,Sugarcane,Andhra Pradesh,12.58790948,30.22981743,23.61086382,1016.937822,4.043259566,130.1748213,363.167361,3123.976361
2023,Rice,Telangana,5.98240627,44.2874906,27.03279024,1552.344154,6.326364181,214.6965294,364.1434756,3243.011407
2023,Rice,Punjab,18.09888368,86.30685842,27.94926823,416.7746307,3.393492884,205.7832302,300.3095251,4371.884491
2023,Maize,Odisha,30.76355563,40.26515801,36.11998599,788.0716957,6.018775719,173.6474445,418.7328872,4817.870589
2023,Soybean,Punjab,21.41277567,36.7946071,34.26365455,608.488284,3.819658605,102.8159331,387.1919131,2033.009598
2023,Wheat,Telangana,29.05955842,64.21123295,34.96905214,570.6665924,6.679767803,145.4958674,365.2970016,1689.485809
2023,Wheat,Odisha,33.69117217,81.7106294,19.98231347,500.2279891,4.506156474,185.8984921,110.8554588,6080.036869
2023,Sugarcane,Chhattisgarh,9.606926905,58.62658906,27.989276,1116.68994,5.316955044,166.9963415,93.180006,2592.280006
2023,Sugarcane,Chhattisgarh,24.96954104,89.6738554,29.277713,1320.092541,5.99715271,81.82313327,167.7482945,1773.017253
2023,Wheat,West Bengal,24.46098261,70.75030197,20.14361007,1060.222406,3.856367053,212.3776234,331.3718827,2396.034561
2023,Sugarcane,Chhattisgarh,33.35175939,34.44449443,24.89931156,508.1124862,6.708189093,68.2629442,239.843019,1704.907807
2023,Maize,Madhya Pradesh,33.51596365,89.5699279,34.79087569,1358.239008,4.513201703,144.5486708,236.6540852,3320.798674
2023,Wheat,Odisha,24.8212258,54.47365421,22.47416414,1134.022511,6.3118593,227.5073369,411.560463,5201.10004
2023,Sugarcane,Tamil Nadu,11.93384318,47.24415203,30.34431218,816.8524541,3.791415253,55.00588363,415.5418867,3089.229592
2023,Wheat,Odisha,28.07539497,63.47275101,24.01760023,1182.887286,6.440588296,192.4957048,420.4796594,3560.638643
2023,Soybean,Chhattisgarh,7.96098068,48.25845551,20.00384686,652.6786533,3.640940364,133.6302435,204.5413398,4620.350578
2023,Rice,Odisha,27.55600256,35.18745043,24.53146354,761.8463536,5.126782481,52.20796086,341.3589298,3856.981186
2023,Wheat,Telangana,31.32267227,30.08570058,39.05173869,1494.38252,4.236030369,97.59581777,189.217411,5471.491642
2023,Rice,Haryana,15.98329006,56.97500118,35.606099,691.846064,6.741876247,285.2365483,159.8269721,5492.511501
2023,Sugarcane,Karnataka,23.19109571,80.21180533,38.72963789,921.5853785,4.310175023,180.2872264,157.6587366,1571.886353
2023,Rice,Rajasthan,17.35937518,64.33891114,29.40637639,1459.381282,7.408586532,299.3068012,214.781335,5089.564105
2023,Wheat,Madhya Pradesh,17.58108543,89.95243794,21.93314625,1225.883854,7.459101057,181.2041876,246.6480758,3636.430269
2023,Soybean,Maharashtra,13.87557556,47.21079874,30.59431773,399.6203009,3.982206576,185.9841031,392.1038978,6054.896502
2023,Sugarcane,West Bengal,27.01586679,46.82730389,28.74473305,508.5481148,6.069229725,147.9607532,134.1744306,3739.462059
2023,Wheat,Odisha,32.07836447,39.58496761,36.45240525,330.0373777,3.438588209,127.5101047,357.2723623,6045.991223
2023,Sugarcane,Tamil Nadu,32.21141683,39.8438153,21.70282079,1127.580375,4.957685498,112.8863883,283.4652415,4982.051412
2023,Maize,Uttar Pradesh,9.931685238,47.11119576,29.414027,893.0223675,6.566608648,135.855154,195.1344904,2664.986616
2023,Rice,Rajasthan,30.29146732,77.57040272,22.72989346,491.8720201,6.297116234,164.9627702,269.4506479,3992.080627
2023,Maize,Madhya Pradesh,26.29747167,84.34540744,26.18127702,1546.156338,6.123503347,97.99798756,199.4861876,6069.986407
2023,Wheat,Haryana,12.20210089,88.50523018,34.33762629,997.9648746,4.412704318,106.218773,306.908078,5453.562538
2023,Soybean,Rajasthan,6.804933108,43.93737925,29.17244796,629.6236865,4.890124747,117.8861922,248.0577948,1972.392095
2023,Sugarcane,Tamil Nadu,12.64305541,82.87785274,27.19345284,960.7729831,3.514730724,162.314973,150.3216132,4761.331537
2023,Rice,Maharashtra,31.38119852,49.69530536,27.5608313,1189.914536,6.595114102,213.2033417,132.9744786,3109.082352
2023,Sugarcane,Maharashtra,23.26507491,36.77043267,28.8449268,417.5863781,5.519443984,264.0365376,288.9936832,1558.475588
2023,Wheat,Chhattisgarh,25.8211208,82.20149553,35.27958173,671.6211713,6.543828162,121.7829593,418.0267254,3374.24179
2023,Sugarcane,Rajasthan,12.32760971,68.16633808,37.39570742,1352.916409,4.244717624,95.93208509,215.4524285,2601.558408
2023,Rice,Maharashtra,25.77264722,39.88385376,38.64579862,908.3714237,4.622191143,144.7118662,356.5738186,5276.512907
2023,Wheat,Madhya Pradesh,5.665797124,55.78987545,35.31687383,1019.619179,4.671076686,273.5957691,329.6081524,3071.306154
2023,Sugarcane,Rajasthan,15.76478734,47.23546169,25.99808122,874.0048576,3.128712049,52.46518208,428.5976619,5316.145848
2023,Soybean,Bihar,23.07818166,74.20767412,33.36478115,376.1920879,4.705239364,219.467154,388.4880461,1529.238575
2023,Wheat,Madhya Pradesh,9.097333759,57.20497384,28.41320271,532.1599464,7.016522868,169.2900116,296.2156904,2936.1584
2023,Wheat,Haryana,28.78650547,89.35679671,24.79767199,890.2936794,7.486492479,90.26155374,329.0165748,2630.916639
2023,Soybean,Maharashtra,11.68417539,33.28469894,36.38351676,587.7576478,5.591091578,130.2553816,416.5661271,2596.122263
2023,Maize,Chhattisgarh,23.82070689,51.30091597,20.52375782,383.9733213,5.277508476,106.237511,235.6066816,1838.761003
2023,Rice,Gujarat,16.63378365,58.91401003,37.58697243,1399.87217,3.154123093,269.458042,209.2267226,2383.436086
2023,Maize,Andhra Pradesh,22.18492809,60.18801328,28.88506207,1575.927113,7.396021688,170.468346,94.60670791,4070.640091
2023,Sugarcane,Uttar Pradesh,7.973238463,48.95614934,32.35812212,1335.223451,3.065051067,190.7735695,390.5085306,2860.78862
2023,Soybean,Chhattisgarh,5.339769854,73.75441495,32.79594944,1412.845306,7.723750401,198.4219048,381.2331238,3437.960111
2023,Maize,West Bengal,31.30429813,82.48482441,37.45565353,629.7309969,5.446081243,209.9042812,128.5749616,3252.362546
2023,Wheat,Tamil Nadu,12.69054692,86.32315812,32.34761157,1549.603193,4.709672468,173.8889226,299.934549,5537.707741
2023,Sugarcane,Uttar Pradesh,28.68974559,78.30560261,31.89824879,572.065147,7.621092174,54.46838271,258.9899824,5672.31793
2023,Sugarcane,Madhya Pradesh,33.91589684,81.03481184,21.08161853,1537.830817,3.121954966,133.6806717,133.7456722,3783.997228
2023,Maize,Andhra Pradesh,10.99772179,63.03271804,30.01025402,1593.36938,5.907124474,95.96831018,446.3767689,3038.449798
2023,Maize,Andhra Pradesh,12.56084035,79.55329359,22.73227181,1231.005719,5.744662622,220.0357107,168.5639562,2015.594238
2023,Soybean,Gujarat,24.12840845,48.21023455,34.33914204,1575.864652,4.096602006,64.17616284,115.0736426,5892.609696
2023,Rice,Chhattisgarh,32.92980021,53.90872573,29.88799013,1049.011368,5.144437157,190.9508478,306.4602476,1802.309664
2023,Maize,Haryana,31.48608937,49.01478083,33.20850637,652.2137622,6.26132003,102.6579306,358.7018603,2889.590039
2023,Maize,Bihar,19.47495137,58.04324013,20.5879236,879.3551108,6.635655984,287.2114596,102.453639,2891.494762
2023,Wheat,Chhattisgarh,27.97517421,47.13477697,21.44014223,1079.75846,3.003584294,133.8852355,329.6285688,2993.778304
2023,Sugarcane,Karnataka,8.796262929,87.69668654,33.92191039,413.5445767,7.68426715,131.3052978,283.7688413,2278.852067
2023,Rice,Karnataka,33.27853984,48.77067768,21.18898398,1116.599858,3.822626862,280.846167,128.1434786,5112.988822
